Entity,Code,Year,Human Development Index,Region
Lebanon,LBN,2015,0.756,Asia
Lebanon,LBN,2016,0.76,Asia
Lebanon,LBN,2017,0.765,Asia
Lebanon,LBN,2018,0.764,Asia
Lebanon,LBN,2019,0.76,Asia
Lebanon,LBN,2020,0.742,Asia
Lebanon,LBN,2021,0.725,Asia
Lebanon,LBN,2022,0.723,Asia
Liberia,LBR,1999,0.392,Africa
Liberia,LBR,2000,0.434,Africa
Liberia,LBR,2001,0.44,Africa
Liberia,LBR,2002,0.446,Africa
Liberia,LBR,2003,0.422,Africa
Liberia,LBR,2004,0.435,Africa
Liberia,LBR,2005,0.439,Africa
Liberia,LBR,2006,0.443,Africa
Liberia,LBR,2007,0.448,Africa
Liberia,LBR,2008,0.453,Africa
Liberia,LBR,2009,0.456,Africa
Liberia,LBR,2010,0.46,Africa
Liberia,LBR,2011,0.464,Africa
Liberia,LBR,2012,0.469,Africa
Liberia,LBR,2013,0.474,Africa
Liberia,LBR,2014,0.472,Africa
Liberia,LBR,2015,0.472,Africa
Liberia,LBR,2016,0.478,Africa
Liberia,LBR,2017,0.481,Africa
Liberia,LBR,2018,0.484,Africa
Liberia,LBR,2019,0.485,Africa
Liberia,LBR,2020,0.483,Africa
Liberia,LBR,2021,0.484,Africa
Liberia,LBR,2022,0.487,Africa
Lithuania,LTU,1997,0.732,Europe
Lithuania,LTU,1998,0.744,Europe
Lithuania,LTU,1999,0.753,Europe
Lithuania,LTU,2000,0.769,Europe
Lithuania,LTU,2001,0.779,Europe
Lithuania,LTU,2002,0.791,Europe
Lithuania,LTU,2003,0.805,Europe
Lithuania,LTU,2004,0.813,Europe
Lithuania,LTU,2005,0.821,Europe
Lithuania,LTU,2006,0.828,Europe
Lithuania,LTU,2007,0.835,Europe
Lithuania,LTU,2008,0.843,Europe
Lithuania,LTU,2009,0.843,Europe
Lithuania,LTU,2010,0.846,Europe
Lithuania,LTU,2011,0.853,Europe
Lithuania,LTU,2012,0.855,Europe
Lithuania,LTU,2013,0.858,Europe
Lithuania,LTU,2014,0.864,Europe
Lithuania,LTU,2015,0.865,Europe
Lithuania,LTU,2016,0.87,Europe
Lithuania,LTU,2017,0.878,Europe
Lithuania,LTU,2018,0.882,Europe
Lithuania,LTU,2019,0.886,Europe
Lithuania,LTU,2020,0.88,Europe
Lithuania,LTU,2021,0.875,Europe
Lithuania,LTU,2022,0.879,Europe
Malaysia,MYS,1997,0.707,Asia
Malaysia,MYS,1998,0.71,Asia
Malaysia,MYS,1999,0.715,Asia
Malaysia,MYS,2000,0.726,Asia
Malaysia,MYS,2001,0.726,Asia
Malaysia,MYS,2002,0.725,Asia
Malaysia,MYS,2003,0.73,Asia
Malaysia,MYS,2004,0.731,Asia
Malaysia,MYS,2005,0.728,Asia
Malaysia,MYS,2006,0.732,Asia
Malaysia,MYS,2007,0.744,Asia
Malaysia,MYS,2008,0.754,Asia
Malaysia,MYS,2009,0.761,Asia
Malaysia,MYS,2010,0.768,Asia
Malaysia,MYS,2011,0.771,Asia
Malaysia,MYS,2012,0.777,Asia
Malaysia,MYS,2013,0.782,Asia
Malaysia,MYS,2014,0.787,Asia
Malaysia,MYS,2015,0.792,Asia
Malaysia,MYS,2016,0.798,Asia
Malaysia,MYS,2017,0.8,Asia
Malaysia,MYS,2018,0.802,Asia
Malaysia,MYS,2019,0.805,Asia
Malaysia,MYS,2020,0.802,Asia
Malaysia,MYS,2021,0.798,Asia
Malaysia,MYS,2022,0.807,Asia
Mexico,MEX,1997,0.692,North America
Mexico,MEX,1998,0.699,North America
Mexico,MEX,1999,0.704,North America
Mexico,MEX,2000,0.709,North America
Mexico,MEX,2001,0.712,North America
Mexico,MEX,2002,0.719,North America
Mexico,MEX,2003,0.725,North America
Mexico,MEX,2004,0.729,North America
Mexico,MEX,2005,0.733,North America
Mexico,MEX,2006,0.741,North America
Mexico,MEX,2007,0.743,North America
Mexico,MEX,2008,0.745,North America
Mexico,MEX,2009,0.745,North America
Mexico,MEX,2010,0.747,North America
Mexico,MEX,2011,0.753,North America
Mexico,MEX,2012,0.76,North America
Mexico,MEX,2013,0.761,North America
Mexico,MEX,2014,0.765,North America
Mexico,MEX,2015,0.769,North America
Mexico,MEX,2016,0.773,North America
Mexico,MEX,2017,0.776,North America
Mexico,MEX,2018,0.779,North America
Mexico,MEX,2019,0.781,North America
Mexico,MEX,2020,0.757,North America
Mexico,MEX,2021,0.757,North America
Mexico,MEX,2022,0.781,North America
Moldova,MDA,1997,0.646,Europe
Moldova,MDA,1998,0.646,Europe
Moldova,MDA,1999,0.647,Europe
Moldova,MDA,2000,0.655,Europe
Moldova,MDA,2001,0.662,Europe
Moldova,MDA,2002,0.671,Europe
Moldova,MDA,2003,0.681,Europe
Moldova,MDA,2004,0.691,Europe
Moldova,MDA,2005,0.698,Europe
Moldova,MDA,2006,0.706,Europe
Moldova,MDA,2007,0.711,Europe
Moldova,MDA,2008,0.718,Europe
Moldova,MDA,2009,0.713,Europe
Moldova,MDA,2010,0.716,Europe
Moldova,MDA,2011,0.719,Europe
Moldova,MDA,2012,0.722,Europe
Moldova,MDA,2013,0.726,Europe
Moldova,MDA,2014,0.749,Europe
Moldova,MDA,2015,0.749,Europe
Moldova,MDA,2016,0.755,Europe
Moldova,MDA,2017,0.764,Europe
Moldova,MDA,2018,0.767,Europe
Moldova,MDA,2019,0.773,Europe
Moldova,MDA,2020,0.765,Europe
Moldova,MDA,2021,0.767,Europe
Moldova,MDA,2022,0.763,Europe
Mongolia,MNG,1997,0.569,Asia
Mongolia,MNG,1998,0.579,Asia
Mongolia,MNG,1999,0.587,Asia
Mongolia,MNG,2000,0.595,Asia
Mongolia,MNG,2001,0.606,Asia
Mongolia,MNG,2002,0.615,Asia
Mongolia,MNG,2003,0.629,Asia
Mongolia,MNG,2004,0.646,Asia
Mongolia,MNG,2005,0.658,Asia
Mongolia,MNG,2006,0.669,Asia
Mongolia,MNG,2007,0.68,Asia
Mongolia,MNG,2008,0.69,Asia
Mongolia,MNG,2009,0.694,Asia
Mongolia,MNG,2010,0.7,Asia
Mongolia,MNG,2011,0.71,Asia
Mongolia,MNG,2012,0.72,Asia
Mongolia,MNG,2013,0.73,Asia
Mongolia,MNG,2014,0.735,Asia
Mongolia,MNG,2015,0.739,Asia
Mongolia,MNG,2016,0.741,Asia
Mongolia,MNG,2017,0.742,Asia
Mongolia,MNG,2018,0.754,Asia
Mongolia,MNG,2019,0.749,Asia
Mongolia,MNG,2020,0.74,Asia
Mongolia,MNG,2021,0.73,Asia
Mongolia,MNG,2022,0.741,Asia
Montenegro,MNE,2003,0.749,Europe
Montenegro,MNE,2004,0.758,Europe
Montenegro,MNE,2005,0.761,Europe
Montenegro,MNE,2006,0.771,Europe
Montenegro,MNE,2007,0.783,Europe
Montenegro,MNE,2008,0.797,Europe
Montenegro,MNE,2009,0.798,Europe
Montenegro,MNE,2010,0.806,Europe
Montenegro,MNE,2011,0.811,Europe
Montenegro,MNE,2012,0.813,Europe
Montenegro,MNE,2013,0.819,Europe
Montenegro,MNE,2014,0.822,Europe
Montenegro,MNE,2015,0.827,Europe
Montenegro,MNE,2016,0.826,Europe
Montenegro,MNE,2017,0.833,Europe
Montenegro,MNE,2018,0.838,Europe
Montenegro,MNE,2019,0.841,Europe
Montenegro,MNE,2020,0.832,Europe
Montenegro,MNE,2021,0.84,Europe
Montenegro,MNE,2022,0.844,Europe
Morocco,MAR,1997,0.497,Africa
Morocco,MAR,1998,0.505,Africa
Morocco,MAR,1999,0.515,Africa
Morocco,MAR,2000,0.525,Africa
Morocco,MAR,2001,0.536,Africa
Morocco,MAR,2002,0.547,Africa
Morocco,MAR,2003,0.557,Africa
Morocco,MAR,2004,0.564,Africa
Morocco,MAR,2005,0.57,Africa
Morocco,MAR,2006,0.576,Africa
Morocco,MAR,2007,0.583,Africa
Morocco,MAR,2008,0.59,Africa
Morocco,MAR,2009,0.596,Africa
Morocco,MAR,2010,0.604,Africa
Morocco,MAR,2011,0.616,Africa
Morocco,MAR,2012,0.626,Africa
Morocco,MAR,2013,0.636,Africa
Morocco,MAR,2014,0.645,Africa
Morocco,MAR,2015,0.656,Africa
Morocco,MAR,2016,0.662,Africa
Morocco,MAR,2017,0.671,Africa
Morocco,MAR,2018,0.677,Africa
Morocco,MAR,2019,0.684,Africa
Morocco,MAR,2020,0.683,Africa
Morocco,MAR,2021,0.688,Africa
Morocco,MAR,2022,0.698,Africa
Myanmar,MMR,1997,0.383,Asia
Myanmar,MMR,1998,0.39,Asia
Myanmar,MMR,1999,0.398,Asia
Myanmar,MMR,2000,0.407,Asia
Myanmar,MMR,2001,0.415,Asia
Myanmar,MMR,2002,0.425,Asia
Myanmar,MMR,2003,0.435,Asia
Myanmar,MMR,2004,0.445,Asia
Myanmar,MMR,2005,0.456,Asia
Myanmar,MMR,2006,0.466,Asia
Myanmar,MMR,2007,0.475,Asia
Myanmar,MMR,2008,0.461,Asia
Myanmar,MMR,2009,0.497,Asia
Myanmar,MMR,2010,0.506,Asia
Myanmar,MMR,2011,0.517,Asia
Myanmar,MMR,2012,0.526,Asia
Myanmar,MMR,2013,0.538,Asia
Myanmar,MMR,2014,0.548,Asia
Myanmar,MMR,2015,0.557,Asia
Myanmar,MMR,2016,0.567,Asia
Myanmar,MMR,2017,0.58,Asia
Myanmar,MMR,2018,0.595,Asia
Myanmar,MMR,2019,0.608,Asia
Myanmar,MMR,2020,0.615,Asia
Myanmar,MMR,2021,0.599,Asia
Myanmar,MMR,2022,0.608,Asia
Nepal,NPL,1997,0.444,Asia
Nepal,NPL,1998,0.449,Asia
Nepal,NPL,1999,0.455,Asia
Nepal,NPL,2000,0.461,Asia
Nepal,NPL,2001,0.462,Asia
Nepal,NPL,2002,0.469,Asia
Nepal,NPL,2003,0.476,Asia
Nepal,NPL,2004,0.484,Asia
Nepal,NPL,2005,0.492,Asia
Nepal,NPL,2006,0.503,Asia
Nepal,NPL,2007,0.508,Asia
Nepal,NPL,2008,0.518,Asia
Nepal,NPL,2009,0.53,Asia
Nepal,NPL,2010,0.543,Asia
Nepal,NPL,2011,0.552,Asia
Nepal,NPL,2012,0.557,Asia
Nepal,NPL,2013,0.563,Asia
Nepal,NPL,2014,0.567,Asia
Nepal,NPL,2015,0.568,Asia
Nepal,NPL,2016,0.574,Asia
Nepal,NPL,2017,0.581,Asia
Nepal,NPL,2018,0.588,Asia
Nepal,NPL,2019,0.598,Asia
Nepal,NPL,2020,0.593,Asia
Nepal,NPL,2021,0.591,Asia
Nepal,NPL,2022,0.601,Asia
Netherlands,NLD,1997,0.883,Europe
Netherlands,NLD,1998,0.884,Europe
Netherlands,NLD,1999,0.886,Europe
Netherlands,NLD,2000,0.892,Europe
Netherlands,NLD,2001,0.893,Europe
Netherlands,NLD,2002,0.89,Europe
Netherlands,NLD,2003,0.893,Europe
Netherlands,NLD,2004,0.896,Europe
Netherlands,NLD,2005,0.899,Europe
Netherlands,NLD,2006,0.905,Europe
Netherlands,NLD,2007,0.911,Europe
Netherlands,NLD,2008,0.911,Europe
Netherlands,NLD,2009,0.912,Europe
Netherlands,NLD,2010,0.917,Europe
Netherlands,NLD,2011,0.927,Europe
Netherlands,NLD,2012,0.927,Europe
Netherlands,NLD,2013,0.929,Europe
Netherlands,NLD,2014,0.931,Europe
Netherlands,NLD,2015,0.932,Europe
Netherlands,NLD,2016,0.933,Europe
Netherlands,NLD,2017,0.936,Europe
Netherlands,NLD,2018,0.939,Europe
Netherlands,NLD,2019,0.941,Europe
Netherlands,NLD,2020,0.938,Europe
Netherlands,NLD,2021,0.941,Europe
Netherlands,NLD,2022,0.946,Europe
New Zealand,NZL,1997,0.871,Oceania
New Zealand,NZL,1998,0.88,Oceania
New Zealand,NZL,1999,0.885,Oceania
New Zealand,NZL,2000,0.894,Oceania
New Zealand,NZL,2001,0.9,Oceania
New Zealand,NZL,2002,0.904,Oceania
New Zealand,NZL,2003,0.908,Oceania
New Zealand,NZL,2004,0.912,Oceania
New Zealand,NZL,2005,0.917,Oceania
New Zealand,NZL,2006,0.918,Oceania
New Zealand,NZL,2007,0.919,Oceania
New Zealand,NZL,2008,0.919,Oceania
New Zealand,NZL,2009,0.922,Oceania
New Zealand,NZL,2010,0.924,Oceania
New Zealand,NZL,2011,0.924,Oceania
New Zealand,NZL,2012,0.927,Oceania
New Zealand,NZL,2013,0.93,Oceania
New Zealand,NZL,2014,0.931,Oceania
New Zealand,NZL,2015,0.933,Oceania
New Zealand,NZL,2016,0.935,Oceania
New Zealand,NZL,2017,0.935,Oceania
New Zealand,NZL,2018,0.936,Oceania
New Zealand,NZL,2019,0.937,Oceania
New Zealand,NZL,2020,0.935,Oceania
New Zealand,NZL,2021,0.936,Oceania
New Zealand,NZL,2022,0.939,Oceania
Nicaragua,NIC,1997,0.539,North America
Nicaragua,NIC,1998,0.541,North America
Nicaragua,NIC,1999,0.556,North America
Nicaragua,NIC,2000,0.563,North America
Nicaragua,NIC,2001,0.568,North America
Nicaragua,NIC,2002,0.573,North America
Nicaragua,NIC,2003,0.575,North America
Nicaragua,NIC,2004,0.58,North America
Nicaragua,NIC,2005,0.585,North America
Nicaragua,NIC,2006,0.59,North America
Nicaragua,NIC,2007,0.596,North America
Nicaragua,NIC,2008,0.602,North America
Nicaragua,NIC,2009,0.603,North America
Nicaragua,NIC,2010,0.611,North America
Nicaragua,NIC,2011,0.619,North America
Nicaragua,NIC,2012,0.625,North America
Nicaragua,NIC,2013,0.631,North America
Nicaragua,NIC,2014,0.638,North America
Nicaragua,NIC,2015,0.644,North America
Nicaragua,NIC,2016,0.65,North America
Nicaragua,NIC,2017,0.656,North America
Nicaragua,NIC,2018,0.658,North America
Nicaragua,NIC,2019,0.661,North America
Nicaragua,NIC,2020,0.652,North America
Nicaragua,NIC,2021,0.665,North America
Nicaragua,NIC,2022,0.669,North America
Nigeria,NGA,2003,0.449,Africa
Nigeria,NGA,2004,0.461,Africa
Nigeria,NGA,2005,0.468,Africa
Nigeria,NGA,2006,0.475,Africa
Nigeria,NGA,2007,0.479,Africa
Nigeria,NGA,2008,0.482,Africa
Nigeria,NGA,2009,0.486,Africa
Nigeria,NGA,2010,0.488,Africa
Nigeria,NGA,2011,0.494,Africa
Nigeria,NGA,2012,0.499,Africa
Nigeria,NGA,2013,0.504,Africa
Nigeria,NGA,2014,0.513,Africa
Nigeria,NGA,2015,0.52,Africa
Nigeria,NGA,2016,0.526,Africa
Nigeria,NGA,2017,0.528,Africa
Nigeria,NGA,2018,0.53,Africa
Nigeria,NGA,2019,0.537,Africa
Nigeria,NGA,2020,0.539,Africa
Nigeria,NGA,2021,0.542,Africa
Nigeria,NGA,2022,0.548,Africa
Norway,NOR,1997,0.893,Europe
Norway,NOR,1998,0.903,Europe
Norway,NOR,1999,0.907,Europe
Norway,NOR,2000,0.914,Europe
Norway,NOR,2001,0.913,Europe
Norway,NOR,2002,0.915,Europe
Norway,NOR,2003,0.923,Europe
Norway,NOR,2004,0.929,Europe
Norway,NOR,2005,0.93,Europe
Norway,NOR,2006,0.934,Europe
Norway,NOR,2007,0.936,Europe
Norway,NOR,2008,0.935,Europe
Norway,NOR,2009,0.935,Europe
Norway,NOR,2010,0.938,Europe
Norway,NOR,2011,0.94,Europe
Norway,NOR,2012,0.941,Europe
Norway,NOR,2013,0.945,Europe
Norway,NOR,2014,0.949,Europe
Norway,NOR,2015,0.952,Europe
Norway,NOR,2016,0.956,Europe
Norway,NOR,2017,0.959,Europe
Norway,NOR,2018,0.96,Europe
Norway,NOR,2019,0.961,Europe
Norway,NOR,2020,0.963,Europe
Norway,NOR,2021,0.964,Europe
Norway,NOR,2022,0.966,Europe
Pakistan,PAK,1997,0.419,Asia
Pakistan,PAK,1998,0.423,Asia
Pakistan,PAK,1999,0.429,Asia
Pakistan,PAK,2000,0.434,Asia
Pakistan,PAK,2001,0.441,Asia
Pakistan,PAK,2002,0.447,Asia
Pakistan,PAK,2003,0.455,Asia
Pakistan,PAK,2004,0.468,Asia
Pakistan,PAK,2005,0.477,Asia
Pakistan,PAK,2006,0.485,Asia
Pakistan,PAK,2007,0.49,Asia
Pakistan,PAK,2008,0.489,Asia
Pakistan,PAK,2009,0.493,Asia
Pakistan,PAK,2010,0.496,Asia
Pakistan,PAK,2011,0.5,Asia
Pakistan,PAK,2012,0.504,Asia
Pakistan,PAK,2013,0.51,Asia
Pakistan,PAK,2014,0.519,Asia
Pakistan,PAK,2015,0.525,Asia
Pakistan,PAK,2016,0.533,Asia
Pakistan,PAK,2017,0.534,Asia
Pakistan,PAK,2018,0.535,Asia
Pakistan,PAK,2019,0.537,Asia
Pakistan,PAK,2020,0.536,Asia
Pakistan,PAK,2021,0.537,Asia
Pakistan,PAK,2022,0.54,Asia
Panama,PAN,1997,0.703,North America
Panama,PAN,1998,0.71,North America
Panama,PAN,1999,0.716,North America
Panama,PAN,2000,0.722,North America
Panama,PAN,2001,0.727,North America
Panama,PAN,2002,0.734,North America
Panama,PAN,2003,0.738,North America
Panama,PAN,2004,0.744,North America
Panama,PAN,2005,0.75,North America
Panama,PAN,2006,0.756,North America
Panama,PAN,2007,0.765,North America
Panama,PAN,2008,0.769,North America
Panama,PAN,2009,0.771,North America
Panama,PAN,2010,0.775,North America
Panama,PAN,2011,0.781,North America
Panama,PAN,2012,0.788,North America
Panama,PAN,2013,0.794,North America
Panama,PAN,2014,0.797,North America
Panama,PAN,2015,0.802,North America
Panama,PAN,2016,0.809,North America
Panama,PAN,2017,0.814,North America
Panama,PAN,2018,0.817,North America
Panama,PAN,2019,0.82,North America
Panama,PAN,2020,0.809,North America
Panama,PAN,2021,0.813,North America
Panama,PAN,2022,0.82,North America
Papua New Guinea,PNG,1997,0.445,
Papua New Guinea,PNG,1998,0.447,
Papua New Guinea,PNG,1999,0.454,
Papua New Guinea,PNG,2000,0.456,
Papua New Guinea,PNG,2001,0.459,
Papua New Guinea,PNG,2002,0.462,
Papua New Guinea,PNG,2003,0.467,
Papua New Guinea,PNG,2004,0.465,
Papua New Guinea,PNG,2005,0.469,
Papua New Guinea,PNG,2006,0.471,
Papua New Guinea,PNG,2007,0.479,
Papua New Guinea,PNG,2008,0.484,
Papua New Guinea,PNG,2009,0.489,
Papua New Guinea,PNG,2010,0.497,
Papua New Guinea,PNG,2011,0.502,
Papua New Guinea,PNG,2012,0.51,
Papua New Guinea,PNG,2013,0.516,
Papua New Guinea,PNG,2014,0.531,
Papua New Guinea,PNG,2015,0.54,
Papua New Guinea,PNG,2016,0.547,
Papua New Guinea,PNG,2017,0.553,
Papua New Guinea,PNG,2018,0.556,
Papua New Guinea,PNG,2019,0.562,
Papua New Guinea,PNG,2020,0.567,
Papua New Guinea,PNG,2021,0.564,
Papua New Guinea,PNG,2022,0.568,
Paraguay,PRY,1997,0.646,South America
Paraguay,PRY,1998,0.652,South America
Paraguay,PRY,1999,0.656,South America
Paraguay,PRY,2000,0.656,South America
Paraguay,PRY,2001,0.662,South America
Paraguay,PRY,2002,0.669,South America
Paraguay,PRY,2003,0.663,South America
Paraguay,PRY,2004,0.671,South America
Paraguay,PRY,2005,0.673,South America
Paraguay,PRY,2006,0.674,South America
Paraguay,PRY,2007,0.681,South America
Paraguay,PRY,2008,0.691,South America
Paraguay,PRY,2009,0.691,South America
Paraguay,PRY,2010,0.7,South America
Paraguay,PRY,2011,0.711,South America
Paraguay,PRY,2012,0.716,South America
Paraguay,PRY,2013,0.729,South America
Paraguay,PRY,2014,0.731,South America
Paraguay,PRY,2015,0.738,South America
Paraguay,PRY,2016,0.736,South America
Paraguay,PRY,2017,0.739,South America
Paraguay,PRY,2018,0.742,South America
Paraguay,PRY,2019,0.746,South America
Paraguay,PRY,2020,0.742,South America
Paraguay,PRY,2021,0.73,South America
Paraguay,PRY,2022,0.731,South America
Peru,PER,1997,0.655,South America
Peru,PER,1998,0.663,South America
Peru,PER,1999,0.672,South America
Peru,PER,2000,0.675,South America
Peru,PER,2001,0.683,South America
Peru,PER,2002,0.684,South America
Peru,PER,2003,0.683,South America
Peru,PER,2004,0.69,South America
Peru,PER,2005,0.685,South America
Peru,PER,2006,0.69,South America
Peru,PER,2007,0.7,South America
Peru,PER,2008,0.707,South America
Peru,PER,2009,0.711,South America
Peru,PER,2010,0.725,South America
Peru,PER,2011,0.731,South America
Peru,PER,2012,0.741,South America
Peru,PER,2013,0.749,South America
Peru,PER,2014,0.754,South America
Peru,PER,2015,0.758,South America
Peru,PER,2016,0.764,South America
Peru,PER,2017,0.765,South America
Peru,PER,2018,0.77,South America
Peru,PER,2019,0.774,South America
Peru,PER,2020,0.758,South America
Peru,PER,2021,0.755,South America
Peru,PER,2022,0.762,South America
Philippines,PHL,1997,0.627,Asia
Philippines,PHL,1998,0.632,Asia
Philippines,PHL,1999,0.635,Asia
Philippines,PHL,2000,0.635,Asia
Philippines,PHL,2001,0.64,Asia
Philippines,PHL,2002,0.646,Asia
Philippines,PHL,2003,0.652,Asia
Philippines,PHL,2004,0.658,Asia
Philippines,PHL,2005,0.659,Asia
Philippines,PHL,2006,0.659,Asia
Philippines,PHL,2007,0.663,Asia
Philippines,PHL,2008,0.666,Asia
Philippines,PHL,2009,0.666,Asia
Philippines,PHL,2010,0.673,Asia
Philippines,PHL,2011,0.677,Asia
Philippines,PHL,2012,0.684,Asia
Philippines,PHL,2013,0.689,Asia
Philippines,PHL,2014,0.693,Asia
Philippines,PHL,2015,0.696,Asia
Philippines,PHL,2016,0.696,Asia
Philippines,PHL,2017,0.7,Asia
Philippines,PHL,2018,0.706,Asia
Philippines,PHL,2019,0.714,Asia
Philippines,PHL,2020,0.705,Asia
Philippines,PHL,2021,0.692,Asia
Philippines,PHL,2022,0.71,Asia
Poland,POL,1997,0.767,Europe
Poland,POL,1998,0.777,Europe
Poland,POL,1999,0.784,Europe
Poland,POL,2000,0.794,Europe
Poland,POL,2001,0.802,Europe
Poland,POL,2002,0.809,Europe
Poland,POL,2003,0.814,Europe
Poland,POL,2004,0.812,Europe
Poland,POL,2005,0.819,Europe
Poland,POL,2006,0.824,Europe
Poland,POL,2007,0.828,Europe
Poland,POL,2008,0.834,Europe
Poland,POL,2009,0.838,Europe
Poland,POL,2010,0.845,Europe
Poland,POL,2011,0.851,Europe
Poland,POL,2012,0.855,Europe
Poland,POL,2013,0.865,Europe
Poland,POL,2014,0.867,Europe
Poland,POL,2015,0.869,Europe
Poland,POL,2016,0.872,Europe
Poland,POL,2017,0.874,Europe
Poland,POL,2018,0.876,Europe
Poland,POL,2019,0.88,Europe
Poland,POL,2020,0.874,Europe
Poland,POL,2021,0.876,Europe
Poland,POL,2022,0.881,Europe
Portugal,PRT,1997,0.784,Europe
Portugal,PRT,1998,0.791,Europe
Portugal,PRT,1999,0.788,Europe
Portugal,PRT,2000,0.793,Europe
Portugal,PRT,2001,0.797,Europe
Portugal,PRT,2002,0.8,Europe
Portugal,PRT,2003,0.803,Europe
Portugal,PRT,2004,0.811,Europe
Portugal,PRT,2005,0.813,Europe
Portugal,PRT,2006,0.819,Europe
Portugal,PRT,2007,0.822,Europe
Portugal,PRT,2008,0.825,Europe
Portugal,PRT,2009,0.827,Europe
Portugal,PRT,2010,0.831,Europe
Portugal,PRT,2011,0.836,Europe
Portugal,PRT,2012,0.837,Europe
Portugal,PRT,2013,0.842,Europe
Portugal,PRT,2014,0.847,Europe
Portugal,PRT,2015,0.85,Europe
Portugal,PRT,2016,0.851,Europe
Portugal,PRT,2017,0.857,Europe
Portugal,PRT,2018,0.858,Europe
Portugal,PRT,2019,0.864,Europe
Portugal,PRT,2020,0.861,Europe
Portugal,PRT,2021,0.865,Europe
Portugal,PRT,2022,0.874,Europe
Romania,ROU,1997,0.701,Europe
Romania,ROU,1998,0.706,Europe
Romania,ROU,1999,0.714,Europe
Romania,ROU,2000,0.721,Europe
Romania,ROU,2001,0.727,Europe
Romania,ROU,2002,0.734,Europe
Romania,ROU,2003,0.733,Europe
Romania,ROU,2004,0.74,Europe
Romania,ROU,2005,0.75,Europe
Romania,ROU,2006,0.768,Europe
Romania,ROU,2007,0.78,Europe
Romania,ROU,2008,0.807,Europe
Romania,ROU,2009,0.819,Europe
Romania,ROU,2010,0.813,Europe
Romania,ROU,2011,0.813,Europe
Romania,ROU,2012,0.807,Europe
Romania,ROU,2013,0.811,Europe
Romania,ROU,2014,0.811,Europe
Romania,ROU,2015,0.813,Europe
Romania,ROU,2016,0.815,Europe
Romania,ROU,2017,0.823,Europe
Romania,ROU,2018,0.829,Europe
Romania,ROU,2019,0.834,Europe
Romania,ROU,2020,0.828,Europe
Romania,ROU,2021,0.825,Europe
Romania,ROU,2022,0.827,Europe
Russia,RUS,1997,0.715,Europe
Russia,RUS,1998,0.719,Europe
Russia,RUS,1999,0.722,Europe
Russia,RUS,2000,0.733,Europe
Russia,RUS,2001,0.743,Europe
Russia,RUS,2002,0.749,Europe
Russia,RUS,2003,0.757,Europe
Russia,RUS,2004,0.764,Europe
Russia,RUS,2005,0.767,Europe
Russia,RUS,2006,0.778,Europe
Russia,RUS,2007,0.789,Europe
Russia,RUS,2008,0.793,Europe
Russia,RUS,2009,0.791,Europe
Russia,RUS,2010,0.797,Europe
Russia,RUS,2011,0.807,Europe
Russia,RUS,2012,0.811,Europe
Russia,RUS,2013,0.816,Europe
Russia,RUS,2014,0.818,Europe
Russia,RUS,2015,0.823,Europe
Russia,RUS,2016,0.826,Europe
Russia,RUS,2017,0.827,Europe
Russia,RUS,2018,0.836,Europe
Russia,RUS,2019,0.839,Europe
Russia,RUS,2020,0.826,Europe
Russia,RUS,2021,0.818,Europe
Russia,RUS,2022,0.821,Europe
Senegal,SEN,1997,0.377,Africa
Senegal,SEN,1998,0.379,Africa
Senegal,SEN,1999,0.382,Africa
Senegal,SEN,2000,0.388,Africa
Senegal,SEN,2001,0.395,Africa
Senegal,SEN,2002,0.399,Africa
Senegal,SEN,2003,0.407,Africa
Senegal,SEN,2004,0.414,Africa
Senegal,SEN,2005,0.421,Africa
Senegal,SEN,2006,0.429,Africa
Senegal,SEN,2007,0.442,Africa
Senegal,SEN,2008,0.454,Africa
Senegal,SEN,2009,0.461,Africa
Senegal,SEN,2010,0.47,Africa
Senegal,SEN,2011,0.483,Africa
Senegal,SEN,2012,0.491,Africa
Senegal,SEN,2013,0.497,Africa
Senegal,SEN,2014,0.501,Africa
Senegal,SEN,2015,0.501,Africa
Senegal,SEN,2016,0.51,Africa
Senegal,SEN,2017,0.511,Africa
Senegal,SEN,2018,0.515,Africa
Senegal,SEN,2019,0.514,Africa
Senegal,SEN,2020,0.514,Africa
Senegal,SEN,2021,0.512,Africa
Senegal,SEN,2022,0.517,Africa
Serbia,SRB,1997,0.685,Europe
Serbia,SRB,1998,0.686,Europe
Serbia,SRB,1999,0.677,Europe
Serbia,SRB,2000,0.689,Europe
Serbia,SRB,2001,0.699,Europe
Serbia,SRB,2002,0.701,Europe
Serbia,SRB,2003,0.71,Europe
Serbia,SRB,2004,0.721,Europe
Serbia,SRB,2005,0.732,Europe
Serbia,SRB,2006,0.743,Europe
Serbia,SRB,2007,0.753,Europe
Serbia,SRB,2008,0.764,Europe
Serbia,SRB,2009,0.766,Europe
Serbia,SRB,2010,0.768,Europe
Serbia,SRB,2011,0.773,Europe
Serbia,SRB,2012,0.78,Europe
Serbia,SRB,2013,0.785,Europe
Serbia,SRB,2014,0.787,Europe
Serbia,SRB,2015,0.794,Europe
Serbia,SRB,2016,0.8,Europe
Serbia,SRB,2017,0.802,Europe
Serbia,SRB,2018,0.808,Europe
Serbia,SRB,2019,0.812,Europe
Serbia,SRB,2020,0.806,Europe
Serbia,SRB,2021,0.804,Europe
Serbia,SRB,2022,0.805,Europe
Singapore,SGP,1997,0.841,Asia
